hscode4_text,HSCode2,TranslatedText
อุปกรณ์และเครื่องอุปกรณ์สำหรับการวิเคราะห์ทางฟิสิกส์หรือเคมี (เช่นโพลาริมิเตอร์ รีแฟรกโตมิเตอร์ สเปกโทรมิเตอร์ เครื่องวิเคราะห์ก๊าซหรือควัน)  อุปกรณ์และเครื่องอุปกรณ์สำหรับวัดหรือตรวจสอบความหนืด  ความพรุน  การขยายตัว  แรงตึงผิวหรือที่คล้ายกัน  อุปกรณ์และ,90,"Apparatus and apparatus for physics or chemistry analysis (such as a polarimeter Refractometer Spectrometer gas or smoke analyzers), apparatus and apparatus for measuring or monitoring viscosity, porosity, expansion, surface tension or the like."
เครื่องวัดปริมาณการจ่ายหรือการผลิต ก๊าซ ของเหลวหรือไฟฟ้า รวมถึงคาลิเบรติ้งมิเตอร์ของเครื่องดังกล่าว,90,"meter for supply or production of gas, liquid or electricity Including the calibration meter of the said machine."
เครื่องนับรอบ และเครื่องนับผลผลิต แท็กซี่มิเตอร์ ไมลีโอมิเตอร์ เครื่องนับก้าวและที่คล้ายกัน เครื่องบอกความเร็ว เครื่องวัดรอบ (นอกจากของตามประเภทที่ 90.14 หรือ 90.15) และสตรอโบสโกป,90,lap counter and productivity counter meter taxi Mileometer Pedometer and the like speed indicator tachometer (other than those of heading 90.14 or 90.15) and stroboscopes
ออสซิลโลสโกป เครื่องวิเคราะห์สเปกตรัม อุปกรณ์และเครื่อง อุปกรณ์อื่น ๆ สำหรับวัดหรือตรวจสอบปริมาณทางไฟฟ้ำ ไม่รวมถึงเครื่องวัดตามประเภท 90.28 อุปกรณ์และเครื่อง อุปกรณ์สำหรับวัดหรือตรวจหาการแผ่รังสีแอลฟา เบตา แกมมา เอกซเรย์คอสมิก หรือรังสีอื่น ๆ ที่ทำ ให้เกิ,90,"Oscilloscope, spectrum analyzer Equipment and other devices for measuring or checking electrical quantities. Not including measuring instruments of heading 90.28, equipment and apparatus. Equipment for measuring or detecting alpha, beta, gamma, x-ray, cosmic radiation. or other radiation that causes"
อุปกรณ์เครื่องใช้และเครื่องจักรสำหรับวัดหรือตรวจสอบที่ ไม่ได้ระบุหรือรวมไว้ในที่อื่นในตอนนี้รวมทั้งเครื่องฉายโพร ไฟล์(โพรไฟล์โพรเจกเตอร์),90,"Equipment, appliances and machines for measuring or checking at not specified or included elsewhere in this chapter, including the projector. File(projector profile)"
อุปกรณ์และเครื่องอุปกรณ์สำหรับบังคับหรือควบคุมโดย อัตโนมัติ,90,Devices and equipment for controlling or controlling automatically
ส่วนประกอบและอุปกรณ์ประกอบ (ที่ไม่ได้ระบุหรือรวมไว้ใน ที่อื่นในตอนนี้) สำหรับเครื่องจักร เครื่องใช้อุปกรณ์หรือ เครื่องอุปกรณ์ในตอนที่ 90,90,"components and accessories (not specified or included in anywhere else now) for machines appliances, equipment or Equipment in Chapter 90"
นาฬิกาข้อมือ นาฬิกาพกและนาฬิกาชนิดวอตซ์อื่นๆ รวมถึงนาฬิกาจับเวลา ที่มีตัวเรือนทำด้วยโลหะมีค่าหรือโลหะที่หุ้มติดด้วยโลหะมีค่า,91,"Watches, pocket watches and other quartz watches including stopwatch with a case of precious metal or metal clad with precious metal"
นาฬิกาข้อมือ  นาฬิกาพกและนาฬิกาชนิดวอตซ์อื่น ๆ  รวมถึงนาฬิกาจับเวลา  นอกจากนาฬิกาดังกล่าวตามประเภทที่ 91.01  (นาฬิกาที่มีตัวเรือนทำด้วยโลหะมีค่า       หรือโลหะหุ้มติดด้วยโลหะมีค่า),91,"Wrist watches, pocket watches and other quartz watches and stopwatches other than those watches of heading 91.01 (watches with case of precious metal or metal clad with precious metal)"
นาฬิกาชนิดคล็อกที่มีเครื่องนาฬิกาชนิดวอตซ์ ไม่รวมถึงนาฬิกาชนิดคล็อกตามประเภทที่ 91.04 (นาฬิกาชนิดคล็อกแบบที่ใช้กับแผงหน้าปัดอุปกรณ์ และนาฬิกาชนิดคล็อกที่คล้ายกัน สำหรับยานบก อากาศยาน ยานอวกาศหรือยานน้ำ),91,"Clock-type watches with quartz-type movement Clocks of heading 91.04 are not included (clocks of the type applied to the instrument panel). and similar clocks for land, aircraft, spacecraft or water craft)"
นาฬิกาชนิดคล็อกแบบที่ใช้กับแผงหน้าปัดอุปกรณ์ และนาฬิกาชนิดคล็อกที่คล้ายกัน สำหรับยานบก อากาศยาน ยานอวกาศหรือยานน้ำ,91,"A clock-type type of clock used on the instrument panel. and similar clocks for land, aircraft, spacecraft or water craft"
นาฬิกาชนิดคล็อกอื่น ๆ  นอกจากนาฬิกาชนิดคล็อกตามประเภทที่ 91.03 (นาฬิกาชนิดคล็อกที่มีเครื่องนาฬิกาชนิดวอตซ์) หรือประเภทที่ 91.04 (นาฬิกาชนิดคล็อกแบบที่ใช้กับแผงหน้าปัดอุปกรณ์ และนาฬิกาชนิดคล็อกที่คล้ายกัน สำหรับยานบก อากาศยาน ยานอวกาศหรือยานน้ำ),91,"Clocks other than the clocks of heading 91.03 (clock incorporating a quartz movement) or of heading 91.04 (clock of the type used in instrument panels). and similar clocks for land, aircraft, spacecraft or water craft)"
เครื่องบันทึกเวลา และเครื่องอุปกรณ์สำหรับวัดหรือบันทึกหรือบอกช่วงเวลา มีเครื่องนาฬิกาชนิดคล็อกหรือชนิดวอตซ์หรือมีซินโครนัสมอเตอร์ (เช่น เครื่องลงเวลา เครื่องบันทึกเวลา เป็นต้น),91,"time recorder and equipment for measuring or recording or telling intervals having a clock or watch type clock or having a synchronous motor (such as a time stamp time recorder, etc.)"
สวิตช์ตั้งเวลาที่มีเครื่องนาฬิกาชนิดคล็อกหรือชนิดวอตช์หรือมีซินโครนัสมอเตอร์                                                                                                                                                                                    ,91,Timer switches with clock or watch type movements or with synchronous motors
เครื่องนาฬิกาขนิดวอตซ์ที่สมบูรณ์และประกอบแล้ว,91,Complete and assembled watch movement
เครื่องนาฬิกาชนิดคล็อกที่สมบูรณ์และประกอบแล้ว,91,Complete and assembled clock movement
เครื่องนาฬิกาชนิดวอตช์หรือชนิดคล็อกที่สมบูรณ์แล้ว  ซึ่งยังไม่ประกอบหรือประกอบเพียงบางส่วน (ชุดเครื่องนาฬิกา)  เครื่องนาฬิกาชนิดวอตช์หรือชนิดคล็อกที่ยังไม่สมบูรณ์ซึ่งประกอบแล้ว รวมทั้งเครื่องนาฬิกาชนิดวอตช์หรือชนิดคล็อกที่ทำมาอย่างคร่าว ๆ,91,A complete watch-type or clock-type movement. which is not yet assembled or partially assembled (set of clock movements) An unfinished assembled watch or clock movement. Including watch-type clocks or clock-type devices made roughly
ตัวเรือนนาฬิกาชนิดวอตซ์และส่วนประกอบของตัวเรือนดังกล่าว,91,Watch cases and parts thereof
ตัวเรือนนาฬิกาชนิดคล็อกและตัวเรือนแบบที่คล้ายกันสำหรับของอื่น ๆ ในตอนที่ 91  และส่วนประกอบของตัวเรือนดังกล่าว,91,Clock-type watch cases and similar cases for other articles of Chapter 91 and parts thereof.
สายนาฬิกาของนาฬิกาชนิดวอตซ์ และส่วนประกอบของสายนาฬิกาดังกล่าว,91,watch straps of watch type watches and components of such watch straps
ส่วนประกอบอื่น ๆ (ไม่รวมเครื่องและตัวเรือนของนาฬิกาชนิดคล็อกหรือชนิดวอตซ์ สายนาฬิกาของนาฬิกาชนิดวอตซ์) ของนาฬิกาชนิดคล็อกหรือชนิดวอตช์,91,Other components (excluding the movement and case of a clock or watch) watch strap of a watch type watch) of a clock type watch or watch type
เปียโนรวมถึงเปียโนอัตโนมัติ  ฮาร์ปซิคอร์ทและเครื่องสายอื่นๆ ที่มีคีย์บอร์ด,92,"pianos, including automatic pianos Harpsichord and other stringed instruments with keyboard"
เครื่องสาย  (เช่น กีตาร์ ไวโอลิน พิณ เป็นต้น)  ที่ไม่มีคีย์บอร์ด,92,"Stringed instruments (e.g. guitar, violin, harp, etc.) that do not have a keyboard."
เครื่องดนตรีที่ใช้เป่า (เช่น ออร์แกนแบบท่อลมที่มีคีบอร์ด หีบเพลงชัก คลาริเนต ทรัมเป็ต ปี่สก๊อต) นอกจากออร์แกนชนิดที่ใช้ตามสวนสนุกและออร์แกนกลชนิดที่ใช้เล่นตามถนน,92,"Wind instruments (for example, keyboard flute organs, accordions, clarinets, trumpets, bagpipes), other than theme park organs and mechanical street organs."
เครื่องดนตรีที่ใช้ตี (เช่น กลอง ระนาด ฉิ่งหรือฉาบ กรับ มารากัส เป็นต้น),92,"Percussion instruments (e.g. drums, xylophones, cymbals, krubs, maracas, etc.)"
เครื่องดนตรีที่ใช้ไฟฟ้าให้เกิดเสียงหรือขยายเสียง (เช่น ออร์แกน กีตาร์ หีบเพลงชัก เป็นต้น),92,"Musical instruments that use electricity to generate or amplify sound (e.g. organ, guitar, accordion, etc.)."
กล่องดนตรี ออร์แกนชนิดที่ใช้ตามสวนสนุก (แฟร์กราวด์ออร์แกน) ออร์แกนกลชนิดเล่นตามถนน นกกลที่ร้องเพลงได้ เลื่อยดนตรีและเครื่องดนตรีอื่น ๆ ที่ไม่ได้จัดเข้าประเภทใดในตอนที่ 92 เครื่องเลียนเสียงสัตว์ทุกชนิด รวมทั้งนกหวีด แตรและอุปกรณ์อื่น ๆ ที่ให้สัญญาณเสียงโด,92,"Music box, type of organ used in amusement parks (Fairground Organ) A type of mechanical organ played in the streets. mechanical birds that can sing Musical saws and other musical instruments not classified in chapter 92; animal sound imitations of all kinds. including whistle horns and other sound-producing equipment"
ส่วนประกอบ (เช่น กลไกสำหรับกล่องดนตรี เป็นต้น) และอุปกรณ์ประกอบของเครื่องดนตรี (เช่น บัตร จาน และม้วน สำหรับเครื่องดนตรี เป็นต้น) รวมทั้งเครื่องให้จังหวะดนตรี (เมโทรโนม) ส้อมและหลอดเป่าทุกชนิดสำหรับเทียบเสียง,92,"Parts (for example, mechanisms for music boxes) and accessories for musical instruments (for example, cards, discs and reels for musical instruments), including metronomes, tuning forks and mouthpieces of all kinds."
อาวุธที่ใช้ทางทหาร  นอกจากปืนลูกโม่ ปืนพกและอาวุธตามประเภทที่ 93.07 (กระบี่ ดาบ ดาบปลายปืน ทวนและอาวุธที่คล้ายกัน),93,"military weapons besides the revolver Handguns and weapons of heading 93.07 (swords, swords, bayonets, lances and similar weapons)."
ปืนลูกโม่และปืนพก นอกจากของตามประเภทที่ 93.03 (ปืนพกและปืนลูกโม่สำหรับใช้ยิงกระสุนหลอก)  หรือ 93.04 (ปืนพกที่ใช้สปริง ใช้ลมหรือใช้ก๊าซ),93,Revolvers and pistols other than those of heading 93.03 (dummy pistols and revolvers) or 93.04 (spring operated handguns). using air or using gas)
อาวุธปืนอื่น ๆ และกลอุปกรณ์ที่คล้ายกันซึ่งทำงานโดยการขับด้วยประจุระเบิด (เช่น ปืนลูกซองและปืนเล็กยาวที่ใช้ในการกีฬา ปืนแก๊ป ปืนพลุสัญญาณและอุปกรณ์อื่น ๆ ที่ออกแบบเพื่อใช้ยิงพลุสัญญาณเท่านั้น ปืนพกและปืนลูกโม่สำหรับใช้ยิงกระสุนหลอก ปืนพกยิงเข็มฉีดยา ปืนยิ,93,"Other firearms and similar devices operated by explosive charge propulsion (such as shotguns and sporting rifles, cap guns, signal flares and other devices designed solely to fire signal flares). Handguns and revolvers for trick shots. pistol shooting syringe gun"
อาวุธอื่น ๆ (เช่น ปืนและปืนพกที่ใช้สปริง ใช้ลมหรือใช้ก๊าซ กระบองตำรวจ เป็นต้น)  ไม่รวมถึงของตามประเภทที่ 93.01 ถึง 93.03 (อาวุธที่ใช้ทางทหาร ปืนลูกโม่และปืนพก อาวุธปืนอื่น ๆ และกลอุปกรณ์ที่คล้ายกัน ซึ่งทำงานโดยการขับด้วยประจุระเบิด) หรือ 93.07 (กระบี่ ดา,93,"Other weapons (e.g. spring-loaded guns and pistols, pneumatic or gaseous weapons, police batons, etc.), excluding articles of headings 93.01 to 93.03 (military weapons, Revolvers and pistols, other firearms and similar devices which operates by propelling with explosive charges) or 93.07 (Krabi Da"
ส่วนประกอบและอปุกรณ์ประกอบของของตามประเภท 93.01 ถึง 93.04,93,parts and accessories for goods of headings 93.01 to 93.04
ระเบิด ระเบิดมือ ตอร์ปิโด ทุ่นระเบิด ขีปนาวธุ และ ยุทโธปกรณ์ที่คล้ายกันละส่วนประกอบของของดังกล่าว รวมทั้งลูกปืน กระสุนปืนอื่นๆ และจรวด และส่วนประกอบ ของของดังกล่าว รวมถึงลูกปรายและหมอนลูกปืน,93,"Bombs, hand grenades, torpedoes, mines, missiles and similar weapons and parts thereof. including bearings Other ammunition and rockets and components of such items Includes shot and ball bearing pillows."
กระบี่ ดาบ ดาบปลายปืน ทวนและอาวุธที่คล้ายกัน ส่วนประกอบของของดังกล่าว รวมทั้งปลอกและฝักสำหรับของดังกล่าว,93,"Sabers, swords, bayonets, spears and similar weapons. components of such goods and sheaths and sheaths for such articles."
ที่นั่ง (นอกจากของตามประเภท 94.02) จะปรับเป็นเตียงได้หรือไม่ก็ตาม และส่วนประกอบของของดังกล่าว,94,"Seats (other than those of heading 94.02), whether or not converting into beds. and components thereof"
เฟอร์นิเจอร์ที่ใช้ในทางการแพทย์ ศัลยกรรม ทันตกรรมหรือสัตวแพทย์ (เช่น เตียงผ่าตัด เตียงตรวจโรค เตียงโรงพยาบาลที่มีอุปกรณ์กล เก้าอี้ทำฟัน เป็นต้น) เก้าอี้ตัดผมและเก้าอี้ที่คล้ายกันที่มีกลไกสำหรับหมุน เอนและเลื่อนขึ้นลงได้ รวมทั้งส่วนประกอบของของดังกล่าวข้า,94,"Medical, surgical, dental or veterinary furniture (for example, operating tables, examination beds, mechanical hospital beds, dental chairs, etc.), barber's chairs and similar chairs incorporating a swivel mechanism. Can lean and move up and down including the components thereof."
เฟอร์นิเจอร์อื่น ๆ และส่วนประกอบของเฟอร์นิเจอร์,94,Other furniture and furniture components
ฐานรองฟูก รวมทั้งของที่เป็นเครื่องเตียงและของตกแต่งเตียงที่คล้ายกัน (เช่น ฟูก ผ้านวม ผ้านวมขนนก เบาะพู้ฟฟ์และหมอน เป็นต้น)  มีสปริงหรือยัดไส้หรือติดภายในด้วยวัตถุใดก็ตาม หรือทำด้วยยางเซลลาร์หรือพลาสติก จะหุ้มหรือไม่ก็ตาม,94,"Mattress supports and similar bedding articles and bed furnishings (for example, mattresses, duvets, down duvets, puffs and pillows, etc.), containing springs or stuffed or entwined with any material. or made of cellar rubber or plastic whether sheathed or not"
เครื่องประทีปโคมไฟรวมถึงเซิร์ชไลต์ สปอร์ตไลต์ และส่วนประกอบของของดังกล่าว ที่ไม่ได้ระบุหรือรวมไว้ในที่อื่น  รวมทั้งเครื่องหมายที่มีแสงสว่าง ป้ายชื่อที่มีแสงสว่างและของที่คล้ายกัน  ซึ่งมีแหล่งกำเนิดแสงติดอยู่อย่างถาวร  และส่วนประกอบของของดังกล่าวที่ไม่ได้,94,"lamps, including searchlights, spotlights and parts thereof not specified or included elsewhere. including illuminated markings Illuminated name plates and similar articles which has a light source permanently attached and parts thereof that are not"
อาคารสำเร็จรูป,94,prefabricated building
รถจักรยานสามล้อ สกูตเตอร์ รถยนต์ที่ใช้เท้าถีบ และของเล่นที่มีล้อที่คล้ายกัน รถเข็นสําหรับตุ๊กตา ตุ๊กตาของเล่นอื่น ๆ หุ่นจําลองย่อขนาด (“มาตราส่วน”) และหุ่นจําลองที่คล้ายกัน เพื่อนันทนาการ จะเคลื่อนไหวได้หรือไม่ก็ตาม รวมทั้งของเล่นสําหรับฝ?กสมองทุกชนิด,95,"Tricycles, scooters, pedal cars and similar wheeled toys stroller for dolls Other stuffed toys Scale models (“Scale”) and similar models. for recreation whether to move or not Including all kinds of brain training toys."
คอนโซลวิดีโอเกมและเครื่องวิดีโอเกม ของสำหรับใช้เล่นเกม ในสถานที่พักผ่อนหย่อนใจ บนโต๊ะ หรือในห้อง รวมถึงพินเทเบิล บิลเลียด โต๊ะพิเศษสำหรับเล่นการพนัน และเครื่องอุปกรณ์โบว์ลิงอัตโนมัติ,95,"video game consoles and video game machines Game Items In recreational places, on tables or in rooms, including pintables, billiards, special tables for gambling. and automatic bowling equipment"
ของที่ใช้ในงานเทศกาล งานรื่นเริงหรืองานบันเทิงอื่น ๆ  รวมถึงของที่ใช้ในการแสดงกลและการแสดงชวนหัว,95,"Festival stuff Festive or other entertainment events, including those used in tricks and comedy shows."
ของและเครื่องอุปกรณ์สำหรับใช้ในการออกกำลังกายทั่วไป การเล่นยิมนาสติก กรีฑาและกีฬาอื่นๆ (รวมถึงเทเบิลเทนนิส) หรือเกมกลางแจ้ง ที่ไม่ได้ระบุหรือรวมไว้ที่อื่นในตอนที่ 95  รวมทั้งสระว่ายน้ำ และสระเล่นเรือ,95,"Items and equipment for use in general exercise. gymnastics Athletics and other sports (including table tennis) or outdoor games not specified or included elsewhere in Chapter 95, including Swimming Pools. and a boating pool"
คันเบ็ด เบ็ดและอุปกรณ์อื่น ๆ สำหรับตกเบ็ด สวิงจับปลา สวิงจับผีเสื้อ และสวิงที่คล้ายกัน รวมทั้งนกเทียมสำหรับล่อนก (นอกจากของตามประเภทที่ 92.08 (นกกลที่ร้องเพลงได้ เครื่องเล่นเลียนเสียงสัตว์ทุกชนิด) หรือ 97.05 (ของสะสมและของที่นักสะสมรวบรวม ซึ่งเกี่ยวกับสั,95,"Fishing rods, hooks and other equipment for fishing, fishing swing, butterfly fishing swing and similar swing Including artificial birds for luring birds (other than those of heading 92.08 (singing mechanical birds) all kinds of animal sounds) or 97.05 (collectibles and collector's items concerning"
ม้าหมุน ชิงช้า เครื่องเล่นยิงเป้า และเครื่องเล่นอื่น ๆ ในสวนสนุก  รวมทั้งของที่ใช้ในการแสดงละครสัตว์เร่ การแสดงสัตว์เร่ และการแสดงละครเร่,95,"Carousel, swing, target shooting game and other amusement park rides, including items used in circus performances animal show and theatrical performances"
เขี้ยวงา กระดูก กระดองเต่า เขาสัตว์ เขากวาง ปะการัง เปลือกหอยมุก และวัตถุสำหรับแกะสลักอื่นๆ ที่ได้จากสัตว์ ซึ่งจัดทำแล้ว รวมทั้งของที่ทำด้วยวัตถุเหล่านี้ (รวมถึงของที่ได้โดยการหล่อแบบ),96,"Ivory fangs, bones, tortoise shells, horns, staghorns, corals, mother-of-pearl and other carved objects. derived from animals prepared including those made with these materials (including those obtained by casting)"
วัตถุสำหรับแกะสลักที่ได้จากพืชหรือแร่   ซึ่งจัดทำแล้วและของที่ทำด้วยวัตถุเหล่านี้  รวมทั้งของที่ได้โดยการหล่อแบบหรือการแกะสลัก  ซึ่งทำด้วยไข  สเตียริน               กัมธรรมชาติหรือเรซินธรรมชาติ หรือทำด้วยเพสต์ทำแบบ และของอื่น ๆ ที่ได้จากการหล่อแบบหรือการ,96,"An object for carving that is obtained from plants or minerals. made and articles made of these materials and articles obtained by casting or carving, of natural wax, stearin, gum or natural resin. or made with modeling pastes and other articles obtained by casting or"
ไม้กวาด แปรง (รวมถึงแปรงที่เป็นส่วนประกอบของเครื่องจักร เครื่องใช้หรือยานบก)  เครื่องกลสำหรับกวาดพื้นโดยใช้แรงคนที่ไม่ขับเคลื่อนด้วยมอเตอร์ ไม้ถูพื้น (ม้อป) ไม้ปัดฝุ่นทำด้วยขนสัตว์ปีก  ปมและปุยที่จัดเตรียมสำหรับทำไม้กวาดห,96,"brooms, brushes (including machine part brushes, machine or vehicle), a machine for sweeping the floor by a person powered by a motor, not driven by a motor; a mop; a duster made of winged wool. knots and fluff prepared for making brooms or brooms"
แร่งและตะแกรงใช้ร่อนด้วยมือ,96,The ore and sieve are hand sifted.
ของใช้ส่วนตัวที่ใช้ในการประเทืองโฉม การเย็บหรือใช้ในการทำความสะอาดรองเท้าหรือเสื้อผ้าที่จัดทำขึ้นเป็นชุดสำหรับเดินทาง                                                                                                                                           ,96,personal items used to beautify sewing or cleaning shoes or clothes made up for travel
กระดุม กระดุมกดชนิดต่างๆ หุ่นกระดุม และส่วนประกอบอื่นๆ ของของเหล่านี้ รวมทั้งกระดุมที่เพียงแต่ขึ้นรูป,96,"Buttons, different types of press buttons, button shapes, and other components. of these Including buttons that are just molded"
ซิปหรือของที่ใช้รูดปิด และส่วนประกอบของของดังกล่าว,96,a zipper or something used to close it and components thereof
ปากกาลูกลื่น ปากกาและมาร์กเกอร์ที่มีปลายปากทำด้วยสักหลาดหรือวัตถุพรุนอื่น ๆ  ปากกาหมึกซึม  ปากกาสไตโลกราฟและปากกาอื่น ๆ  ดูพลิเกติ้งสไตโลล์ ดินสอแบบหมุนและแบบกด ด้ามปากกา ด้ามจับดินสอและด้ามที่คล้ายกัน รวมทั้งส่วนประกอบ (รวมถึงปลอกและแหนบ) ของของดังกล่าว,96,"Ball-point pens, felt-tipped pens and markers, or other porous objects, fountain pens, stylographs, and other pens. See stylographic pens. Rotary and push-type pencils, pen holders, pencil-holders and similar holders. including components (including sheaths and tweezers) thereof."
ดินสอ นอกจากดินสอตามประเภทที่ 96.08 (ดินสอแบบหมุนหรือแบบกด) เครยอน ไส้ดินสอ พาสเทล ถ่านวาดเขียน ชอล์กสำหรับเขียนหรือวาด และชอล์กสำหรับช่างตัดเสื้อ,96,"Pencils other than pencils of heading 96.08 (rotating or pushing pencils), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks. and chalk for the tailor"
กระดานชนวนและกระดานที่มีพื้นผิวสำหรับเขียนหรือวาด จะมีกรอบหรือไม่ก็ตาม,96,Slates and boards with surfaces for writing or drawing with or without a frame
ตราประทับวันที่ ตราผนึกหรือตราประทับเลขที่ และตราที่คล้ายกัน (รวมถึงกลอุปกรณ์สำหรับพิมพ์หรือทำลายนูนบนป้าย) ที่ออกแบบสำหรับใช้งานด้วยมือ รวมทั้งแท่งเรียงตัวพิมพ์ (คอมโพสซิงสติกค์) ด้วยมือ และชุดเครื่องใช้ในการพิมพ์ด้วยมือที่มีแท่งเรียงตัวพิมพ์ดังกล่าวประกอ,96,date stamp seal or number stamp and similar seals (including equipment for printing or embossing labels) designed for manual use. Including the typesetter (composing stick) by hand and a set of hand printing equipment in which such
ริบบิ้นเครื่องพิมพ์ดีดหรือริบบิ้นที่คล้ายกัน  ที่มีหมึกหรือจัดทำอย่างอื่นเพื่อให้เกิดรอยจากการพิมพ์ จะอยู่บนแกนม้วนหรือในตลับหรือไม่ก็ตาม  รวมทั้งแท่นประทับตรา  จะมีหมึกหรือไม่ก็ตาม มีหรือไม่มีกล่อง,96,Typewriter ribbon or similar ribbon with ink or other arrangements to cause marks from printing Whether or not on the spool or in the cassette Including the stamp pad with or without ink with or without box
ไฟแช็กและเครื่องขีดไฟอื่น ๆ จะเป็นแบบกลไกหรือแบบไฟฟ้าหรือไม่ก็ตาม  และส่วนประกอบของของดังกล่าว  นอกจากหินเหล็กไฟและไส้,96,"lighters and other lighters, whether or not mechanical or electric and components thereof In addition to flint and incandescent"
กล้องยาเส้น (รวมถึงหัวกล้อง) และกล้องชิการ์หรือกล้องบุหรี่ รวมทั้งส่วนประกอบของของดังกล่าว,96,Pipe cameras (including camera heads) and chicars or cigarette cameras. including the components thereof
หวี  ที่จับผมและของที่คล้ายกัน  กิ๊บหนีบผม  คีมม้วนผม  กิ๊บปากเป็ด  ที่ม้วนผมและของที่คล้ายกัน  นอกจากของตามประเภทที่ 85.16  (เครื่องอุปกรณ์แต่งผมที่ให้   ความร้อนด้วยไฟฟ้า)  และส่วนประกอบของของดังกล่าว,96,"Combs, hair-grips and the like; hair clips, curling tongs, duckbill clips, hair curlers and the like. other than those of heading 85.16 (hairdressing apparatus provided electric heating) and parts thereof"
ที่ฉีดน้ำหอมและที่ฉีดเครื่องประทินร่างกายหรือประเทืองโฉมที่คล้ายกัน  คอต่อและหัวฉีดของของดังกล่าว   รวมทั้งพัฟทาแป้งและแพ็ดสำหรับใช้กับเครื่องสำอางหรือ    สิ่งปรุงแต่งสำหรับประทินร่างกายหรือประเทืองโฉม,96,perfume sprayers and similar cosmetic or make-up sprays Connectors and nozzles thereof including powder puffs and pads for use with makeup or preparations for body cleansing or make-up
กระติกสูญญากาศและภาชนะสูญญากาศอื่นๆ รวมทั้งส่วนประกอบของของดังกล่าวนอกจากแก้วไส้ใน,96,"Vacuum flasks and other vacuum containers and parts thereof, other than glass cores"
หุ่นสำหรับช่างตัดเสื้อและหุ่นรูปคนอื่น ๆ รวมทั้งหุ่นยนต์และหุ่นตั้งแสดงอื่น ๆ ที่ทำคล้ายมีชีวิต ใช้สำหรับตกแต่งหน้าร้าน                                                                                                                                         ,96,"Puppets for tailors and other figures, as well as lifelike robots and other lifelike figures. Used to decorate the shop"
ผ้าอนามัย (แพ็ด) และแทมพอน แนปคินและแนปคินไลเนอร์สาหรับเด็กอ่อน และของที่คล้ายกันทาด้วยวัตถุใดก็ตาม,96,"Sanitary napkins (pads) and tampons, napkins and napkin liners for babies. and similar articles of any material"
,96,
ภาพระบาย ภาพลายเส้นและภาพพาสเทล ที่เขียนด้วยมือทั้งหมด (นอกจากแบบเขียนตามประเภทที่ 49.06และผลิตภัณฑ์ที่ระบายสีหรือประดับตกแต่งด้วยมือ)ภาพประดิษฐ์ชนิดคอลลาจและแผ่นประดับที่คล้ายกัน,97,"Paintings, line drawings and pastel drawings all written by hand (In addition to the written form according to the type 49.06 and hand-painted or decorated products), collages and similar decorative panels"
ภาพต้นแบบที่ทำจากรอยแกะสลัก จากแผ่นพิมพ์ หรือพิมพ์หิน                                                                                                                                                                                                           ,97,"Original images made from engravings, lithographs, or lithographs."
ประติมากรรมวัตถุหรือรูปปั้นหรือรูปหล่อที่เป็นต้นแบบ  ทำด้วยวัตถุใดก็ตาม,97,"sculpture, object, or statue or cast as a prototype made with any object"
ไปรษณียากรหรืออากรแสตมป์ สิ่งที่มีตราประทับแทนไปรษณียากร ไปรษณียากรที่ประทับตราวันออกใช้ กระดาษ ที่มีตราไปรษณีย์ และของที่คล้ายกัน ใช้แล้วหรือยังไม่ใช้ นอกจากของตามประเภท 49.07                                                                                ,97,"Postage or stamp duty Items with a stamp instead of a postage stamp Postage stamps with the date of issue, paper with a postmark and similar items used or not used other than those of heading 49.07"
ของสะสมและของที่นักสะสมรวบรวม  ซึ่งเกี่ยวกับสัตวศาสตร์ พฤกษศาสตร์ วิทยาแร่ กายวิภาคศาสตร์ ประวัติศาสตร์ โบราณคดี โบราณชีววิทยา ชาติพันธุ์วรรณา หรือเหรียญโบราณ,97,"collectibles and collectibles relating to zoology, botany, mineralogy, anatomy history archeology ancient biology Ethnography or ancient coins"
โบราณวัตถุที่มีอายุเกิน 100 ปี                                                                                                                                                                                                                                  ,97,Antiques over 100 years old
"Live horses, asses, mules and hinnies.",01,"Live horses, asses, mules and hinnies."
Live bovine animals.,01,Live bovine animals.
Live swine.,01,Live swine.
Live sheep and goats.,01,Live sheep and goats.
"Live poultry, that is to say, fowls of the species gallus domesticus, ducks, geese, turkeys and guinea fowls.",01,"Live poultry, that is to say, fowls of the species gallus domesticus, ducks, geese, turkeys and guinea fowls."
"Other live animals, other than live animals specified of heading no.01.01. to 01.05 (horses, mules and hinnies, bovine animals, swine, sheep and goats, poultry (fowls of species gallus domesticus, ducks, geese, turkeys and guinea fowls))",01,"Other live animals, other than live animals specified of heading no.01.01. to 01.05 (horses, mules and hinnies, bovine animals, swine, sheep and goats, poultry (fowls of species gallus domesticus, ducks, geese, turkeys and guinea fowls))"
"Meat of bovine animals, fresh or chilled.",02,"Meat of bovine animals, fresh or chilled."
"Meat of bovine animals, frozen.",02,"Meat of bovine animals, frozen."
"Meat of swine, fresh, chilled or frozen.",02,"Meat of swine, fresh, chilled or frozen."
"Meat of sheep or goats, fresh, chilled or frozen.",02,"Meat of sheep or goats, fresh, chilled or frozen."
